"教材ID","教材シリーズ名","教材種別","対象","科目","提供","提供URL","URL","No","タイトル","公開日","長さ","機材","キーボード","月","単元名","ページ","サイト名","内容","注意事項など","言語","講師","教科"
"5","福井県教育総合研究所によるまとめ","動画","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/7-1-1.html",,"中学1年生数学 数直線と絶対値",,,,,"４月","・0より小さい数 ・数直線 絶対値","12～16 19","タダでマナべる「さかぽん先生.tv」","「負の数」といった用語や数の並び、数直線、絶対値について学ぶことができます",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/7-1-2.html",,"中学1年生数学 ＋、－を用いた表現 大小関係",,,,,"４月","・正の数 ・負の数で量を表すこと ・大小関係","17～18 20","タダでマナべる「さかぽん先生.tv」","数量を正の符号、負の符号で表す方法と、大小関係の表し方が学べます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/7-1-3.html",,"中学校1年生数学 正負の数のたし算",,,,,"４月","正の数・負の数の加法","24～28","タダでマナべる「さかぽん先生.tv」","・加法の計算方法を学べます。 ・加法の交換法則、結合法則の仕方を学べます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/7-1-4.html",,"中学校1年生数学 正負の数のひき算",,,,,"４月","正の数・負の数の減法","28～30","タダでマナべる「さかぽん先生.tv」","・減法の計算方法を学べます。 ・すべて加法に直して計算する方法を学べます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/7-1-5.html",,"中学校1年生数学 正負の数の( )のないたし算・ひき算",,,,,"４月","加法と減法の混じった計算1","31","タダでマナべる「さかぽん先生.tv」","（）のない整数の加法、減法が学べます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/7-1-6.html",,"中学校1年生数学 正負の数のたし算・ひき算 ( )を外して計算しよう",,,,,"４月","加法と減法の混じった計算2","31～32","タダでマナべる「さかぽん先生.tv」","（）のはずして、加法、減法する方法を学べます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-1-1.html",,"中学校2年生数学 単項式と多項式",,,,,"４月","・単項式と多項式 ・同類項","15～17","タダでマナべる「さかぽん先生.tv」","単項式、多項式、係数、次数の意味や同類項をまとめることについて学べます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-1-2.html",,"中学校2年生数学 式の加法・減法",,,,,"４月","式の加法、減法","17～20","タダでマナべる「さかぽん先生.tv」","・多項式どうしの加法、減法について学ぶことができます。 ・（）がある式の計算も学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-1-3.html",,"中学校2年生数学 単項式の乗法・除法",,,,,"４月","いろいろな多項式の計算①","22～23","タダでマナべる「さかぽん先生.tv」","単項式どうしの乗法、除法について学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-1-4.html",,"中学校2年生数学 単項式の乗除混合計算,式の値",,,,,"４月","・いろいろな多項式の計算② ・式の値","21、24","タダでマナべる「さかぽん先生.tv」","乗除の混じった計算の仕方と式の値の求め方について学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-1-5.html",,"中学校2年生数学 等式の変形",,,,,"４月","等式の変形","28～29","タダでマナべる「さかぽん先生.tv」","等式の変形の仕方について学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-1-6.html",,"中学校2年生数学 式による証明",,,,,"４月",,"26～28","タダでマナべる「さかぽん先生.tv」","文字式を利用して説明していく問題について学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-5-1.html",,"中学校2年生数学 確率①",,,,,"３月","確率","148 ～158","タダでマナべる「さかぽん先生.tv」","確率の求め方、樹形図を使った確率の求め方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-5-2.html",,"中学校２年生数学 確率②",,,,,"３月","確率","159 ～160","タダでマナべる「さかぽん先生.tv」","３枚の硬貨を使った問題の確率の求め方、さいころ２つを使った問題の確率の求め方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/8-5-3.html",,"中学校２年生数学 確率③",,,,,"３月","確率","161 ～163","タダでマナべる「さかぽん先生.tv」","樹形図を使った確率の問題の練習ができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-1-1.html",,"中学校3年生数学 式の展開1",,,,,"４月","・多項式と単項式の乗法 ・多項式と単項式の除法 ・多項式の乗法","14～17","タダでマナべる「さかぽん先生.tv」","多項式と単項式のかけ算とわり算の仕方、展開の仕方を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-1-2.html",,"中学校3年生数学 式の展開2（乗法公式）",,,,,"４月","乗法の公式1","18、20","タダでマナべる「さかぽん先生.tv」","(x+a)(x+b)の展開、和と差の積の公式を使った展開の仕方を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-1-3.html",,"中学校3年生数学 式の展開3（乗法公式）",,,,,"４月","乗法の公式2","19","タダでマナべる「さかぽん先生.tv」","平方の公式を使った展開の仕方を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-2-1.html",,"中学校3年生数学 因数分解",,,,,"４月","因数分解1","24～27","タダでマナべる「さかぽん先生.tv」","共通因数を取り出す因数分解、乗法の公式を利用する因数分解を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-2-2.html",,"中学校3年生数学 因数分解2",,,,,"４月","因数分解2","24～27","タダでマナべる「さかぽん先生.tv」","文字が2つある式の因数分解の仕方を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-2-3.html",,"中学校3年生数学 因数分解3",,,,,"４月","いろいろな因数分解1","28～29","タダでマナべる「さかぽん先生.tv」","共通因数を取り出し、さらに因数分解する方法を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-2-4.html",,"中学校3年生数学 置き換えを利用した式の展開・因数分解",,,,,"４月","いろいろな因数分解2","28～29","タダでマナべる「さかぽん先生.tv」","式の中の共通な部分を1つの文字に置き換えて展開や因数分解をする方法を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-2-5.html",,"中学校3年生数学 式の展開 因数分解の利用1",,,,,"４月 ～５月","展開、因数分解を利用した計算","32～33","タダでマナべる「さかぽん先生.tv」","数の計算を展開や因数分解を使って簡単に解く方法を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","動画","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://sakaponsensei.tv/jugyou-m/9-2-6.html",,"中学校3年生数学 式の展開 因数分解の利用2",,,,,"４月 ～５月","展開、因数分解を利用した説明や証明","33～35","タダでマナべる「さかぽん先生.tv」","展開や因数分解を利用して、文字式を使った規則性の説明や、図形の性質の証明の仕方を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","小学6年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.i-nekko.jp/meguritokoyomi/nijyushisekki/",,"二十四節気",,,,,"４月","春のいぶき","38～39","私の根っこ プロジェクト","二十四節気の成り立ち、各節季についての紹介",,,,
"5","福井県教育総合研究所によるまとめ",,"中学1年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.nhk.or.jp/eigo/girl-boy/?das_id=D0005140349_00000",,"知りたガールと学ボーイ",,,,,"通年",,,"NHK for School","中学1, 2年レベルの英会話番組です。英語や外国の文化にまつわる気になることを、英語のフレーズで学びます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.nhk.or.jp/kokugo/classic/?das_id=D0005150082_00000",,"おはなしのくにクラシック 竹取物語",,,,,"１０月","竹取物語","光村 図書 147～156","NHK for School","日本最古の物語「竹取物語」はＳＦのような不思議に満ちています。翁がかぐや姫を見つける冒頭と、月から迎えが来る場面を原文で紹介します。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.nhk.or.jp/kokugo/classic/shiryou/2014_001_01_shiryou.html",,"おはなしのくに クラシック 枕草子",,,,,"５月","春の空",,"NHK for School","枕草子が動画で紹介されています。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.nhk.or.jp/kokugo/kotoba/?das_id=D0005150005_00000",,"ひょうたんからコトバ",,,,,"４月","春のくらし","上 36～37","NHK for School","植物にまつわる言葉を学べます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年/小学4年/小学5年/小学6年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.nhk.or.jp/kokugo/kotoba/origin/program_list.html",,"ひょうたんから コトバ",,,,,"通年","慣用句 ことわざ 四字熟語",,"NHK for School","いろいろなテーマごとに、言葉を楽しく学べます",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","理科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","http://www.nhk.or.jp/rika/10min_rika1/?das_id=D0005110112_00000",,"１０min.ボックス 物質と原子・分子",,,,,"４月","化学変化と原子・分子","10～31","NHK for School","物質は分解して生成した物質から元の物質の成分が推定できること、物質は原子と分子からできていることを理解する番組です。",,,,
